HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
83727,71-80,w,4,42,Cocker Spaniel,,,,K,2012,m,blauschimmel
138268,31-40,w,4,42,Chihuahua,,Yorkshire Terrier,,K,2017,m,schwarz/braun
107378,51-60,m,4,42,Beagle,,,,K,2009,w,tricolor
138146,41-50,w,4,42,Rottweiler,,,,I,2017,m,schwarz/braun
107028,41-50,m,4,42,Bergamasker,Mischling,,,I,2004,m,weiss/braun
156562,31-40,w,4,42,Boston Terrier,,,,K,2011,m,brindle
137301,31-40,w,4,42,Malteser,,,,K,2011,w,weiss
136917,61-70,m,4,42,Golden Retriever,,,,I,2010,m,golden
136869,51-60,w,4,42,Bernhardiner,Mischling,,,I,2006,m,braun/weiss
136821,21-30,m,4,42,Französische Bulldogge,,,,K,2017,m,weiss/blau
80248,61-70,m,4,42,Jack Russel Terrier,,,,K,2009,w,braun/weiss
136351,31-40,m,4,42,Jack Russel Terrier,,,,K,2012,w,tricolor
136247,31-40,m,4,42,Parson Russell Terrier,,,,K,2017,w,weiss/rot
136108,21-30,w,4,42,Mischling gross,,,,I,2016,m,weiss
154414,31-40,w,4,42,Berner Sennenhund,,Border Collie,,I,2020,m,schwarz/weiss
135928,21-30,w,4,42,Bichon frisé,,,,K,2016,m,weiss
135736,61-70,w,4,42,Malteser,,,,K,2015,w,weiss
150634,51-60,w,4,42,Malteser,,,,K,2018,w,weiss
88218,61-70,w,4,42,Podengo Portugues klein,,,,,2018,w,schwarz/braun/weiss
88148,51-60,w,4,42,Mischling klein,,,,K,2008,m,beige
134321,31-40,m,4,42,Welsh Corgi Pembroke,,,,K,2016,w,weiss/orange
134312,31-40,w,4,42,Französische Bulldogge,,,,K,2014,m,braun
134161,31-40,w,4,42,Boston Terrier,,,,K,2016,w,schwarz/weiss
134143,31-40,w,4,42,Mischling gross,,,,I,2016,w,weiss/beige
133777,41-50,w,4,42,Mischling klein,,,,K,2014,m,rot
133601,31-40,w,4,42,Königspudel,,,,I,2016,w,schwarz
103132,41-50,m,4,42,Französische Bulldogge,,,,K,2010,w,dunkel gestromt
23889,71-80,w,4,42,Pudel,,,,K,2012,m,braun
133116,31-40,w,4,42,Jack Russel Terrier,,,,K,2015,m,tricolor
133003,21-30,m,4,42,Malinois,,,,I,2014,w,fauve
132703,41-50,w,4,42,Parson Jack Russell Terrier,,,,K,2016,m,tricolor
132321,61-70,m,4,42,Jack Russel Terrier,,,,K,2016,m,tricolor
87815,71-80,w,4,42,Shih Tzu,,,,K,2015,m,weiss/schwarz
132180,41-50,m,4,42,Yorkshire Terrier,,,,K,2008,m,black/tan
101708,41-50,m,4,42,Mischling klein,,,,K,2008,w,schwarz/weiss
101428,71-80,w,4,42,Brasilianischer Terrier,,,,K,2019,w,weiss/braun
100862,51-60,w,4,42,Mischling klein,,,,K,2009,w,rot/weiss
131017,51-60,w,4,42,Malteser,,,,K,2020,m,weiss
130987,61-70,m,4,42,Dachshund,,,,K,2015,w,rot/braun
87527,61-70,w,4,42,Lagotto Romagnolo,,,,I,2018,w,braun/weiss
87527,61-70,w,4,42,Golden Retriever,,,,I,2006,w,golden
130892,41-50,w,4,42,Yorkshire Terrier,,,,K,2013,w,black/tan
130839,81-90,w,4,42,Pudel,,,,K,2007,w,grau
130472,31-40,m,4,42,Ratenero Bodeguero,,,,K,2014,m,schwarz/weiss
130344,51-60,w,4,42,Bolonka Zwetna,,,,K,2016,w,schwarz
130248,41-50,m,4,42,Vizsla,Mischling,,,I,2015,w,blondfarben
129971,71-80,w,4,42,Zwergschnauzer,,,,K,2018,m,schwarz/silber
100142,51-60,m,4,42,Mops,,,,K,2018,m,grau
100045,51-60,w,4,42,Pekingese,,,,K,2005,m,tricolor
128791,41-50,w,4,42,Yorkshire Terrier,,,,K,2008,w,steelblue
156909,31-40,m,4,42,Mischling klein,,,,K,2020,w,schwarz/braun
156850,41-50,w,4,42,Yorkshire Terrier,,,,K,2020,m,schwarz/weiss
156778,41-50,m,4,42,Boston Terrier,,,,K,2020,w,gestromt
128052,31-40,m,4,42,Drentse Patrijshond (Drentscher Hühnerhund),,,,I,2015,w,braun/weiss
156717,31-40,m,4,42,Dachshund,,,,K,2020,m,black/tan
156540,41-50,w,4,42,Jack Russel Terrier,Mischling,,,K,2011,w,beige
127410,71-80,m,4,42,Dachshund,Mischling,,,K,2009,m,braun
156456,41-50,m,4,42,Deutscher Kleinspitz,,,,K,2020,w,braun
127028,41-50,w,4,42,Malteser,,,,K,2018,m,weiss
156111,21-30,w,4,42,Mischling gross,,,,I,2020,m,schwarz
156065,51-60,w,4,42,Lagotto Romagnolo,,,,I,2010,w,grau/beige
156030,31-40,w,4,42,Mischling gross,,,,I,2020,w,hellbraun
156007,21-30,w,4,42,Cane Corso,,,,I,2020,m,braun
155997,41-50,w,4,42,Chihuahua,,,,K,2016,m,beige
155990,21-30,w,4,42,Mischling klein,,,,K,2019,m,braun
126597,61-70,m,4,42,Jack Russel Terrier,,Wolfspitz,,K,2014,m,hellbraun/weiss
126540,51-60,m,4,42,English Cocker Spaniel,,,,K,2009,m,braun schimmel
126125,41-50,m,4,44,Chihuahua,,,,K,2016,m,choco
154900,41-50,w,4,44,Border Collie,,Lagotto Romagnolo,,I,2020,w,weiss/schwarz
122830,31-40,w,4,44,Mops,,,,K,2012,m,beige
154944,31-40,w,4,44,Zwergpudel,,,,K,2020,m,braun
154920,21-30,w,4,44,Dachshund,,,,K,2020,m,braun
121528,51-60,w,4,44,Shih Tzu,,,,K,2014,w,weiss/braun
123470,41-50,w,4,44,Pinscher,,,,K,2011,w,schwarz/braun
97768,41-50,m,4,44,Mischling klein,,,,K,2012,m,hellbraun
124428,31-40,w,4,44,Beagle,,Mops,,K,2013,m,beige
154079,31-40,w,4,44,Mischling klein,,,,K,2017,w,beige
96546,61-70,m,4,44,Jack Russel Terrier,,,,K,2006,m,braun/weiss
82506,51-60,w,4,44,Pekingese,,,,K,2015,m,tricolor
82506,51-60,w,4,44,Havaneser,,,,K,2008,w,braun/weiss
96515,61-70,w,4,44,Yorkshire Terrier,,,,K,2009,m,schwarz/braun
155251,21-30,m,4,44,Französische Bulldogge,,,,K,2020,m,weiss
123680,41-50,w,4,44,Chihuahua,,Rehpinscher,,K,2012,m,hellbraun
153631,21-30,w,4,44,Mischling klein,,,,K,2019,w,black/tan
86162,71-80,w,4,44,Deutscher Kleinspitz,,,,K,2017,w,braun/schwarz
153544,31-40,w,4,44,Mischling klein,,,,K,2019,w,beige
153174,61-70,m,4,44,Englische Bulldogge,,,,I,2019,m,weiss
86028,71-80,m,4,44,Shih Tzu,,,,K,2011,m,schwarz/weiss
122918,21-30,w,4,44,Französische Bulldogge,,,,K,2012,w,blau
152999,61-70,m,4,44,Chihuahua,,,,K,2019,w,schwarz/braun
122832,31-40,w,4,44,Continental Bulldog,,,,I,2014,m,rotbraun
152791,31-40,w,4,44,Mischling gross,,,,I,2019,m,braun/weiss
152764,41-50,w,4,44,Australian Shepherd,,,,I,2020,m,blue/merle
122720,31-40,w,4,44,Mischling gross,,,,I,2011,m,schwarz/braun/grau
151565,21-30,w,4,44,Pomeranian,,,,K,2019,w,orange
122045,61-70,w,4,44,Malteser,Mischling,,,K,2017,m,weiss/schwarz
96384,31-40,w,4,44,Havaneser,,,,K,2009,m,braun/weiss
94085,31-40,m,4,44,Old Englische Bulldogge,,,,I,2008,w,braun/weiss
151887,11-20,m,4,44,Französische Bulldogge,,,,K,2019,m,hellbraun
121916,51-60,w,4,44,Französische Bulldogge,,,,K,2013,m,schwarz/weiss
151336,61-70,w,4,44,Mischling klein,,,,K,2017,w,tricolor
150952,31-40,w,4,44,Zwergpudel,,,,K,2019,w,braun
150914,51-60,m,4,44,Labrador,Mischling,,,I,2006,w,fauve
150108,21-30,w,4,44,Mischling klein,,,,K,2019,w,schwarz/weiss
122950,31-40,w,4,44,Dachshund,Mischling,,,K,2009,m,braun
149608,51-60,w,4,44,Zwergpinscher,,,,K,2020,m,rot/schwarz
92374,31-40,m,4,44,Tibetan Spaniel,,Shih Tzu,,K,2010,m,tricolor
119595,71-80,m,4,44,Appenzeller,Mischling,,,I,2013,m,rot/weiss
148806,21-30,w,4,44,Französische Bulldogge,,,,K,2018,m,hellbraun
148725,21-30,w,4,44,Französische Bulldogge,,,,K,2016,m,blau/weiss
118979,41-50,m,4,44,Teckel,,Chihuahua,,K,2005,w,weiss/braun
148419,71-80,w,4,44,Mischling gross,,,,I,2018,m,schwarz/weiss
118246,31-40,w,4,44,Mischling gross,,,,I,2012,w,hellbraun
148023,21-30,m,4,44,Belgischer Schäferhund,,,,I,2019,m,braun/schwarz
90683,51-60,m,4,44,Mischling klein,,,,K,2004,m,braun
86790,61-70,w,4,44,Malteser,,Yorkshire Terrier,,K,2012,m,beige
147444,31-40,w,4,44,Shih Tzu,,,,K,2019,w,tricolor
117601,31-40,w,4,44,Französische Bulldogge,,,,K,2012,m,schwarz/braun
81914,61-70,m,4,44,Deutscher Schäfer,,,,I,2013,m,grau
146286,51-60,m,4,44,Pinscher,,,,K,2018,m,schwarz/braun
89690,61-70,w,4,44,Pekingese,,,,K,2017,w,weiss/schwarz
89690,61-70,w,4,44,Pekingese,,,,K,2017,w,weiss/schwarz
115664,51-60,m,4,44,Pinscher,Mischling,,,K,2012,w,braun/schwarz
145733,31-40,w,4,44,Mops,,,,K,2008,w,beige
145532,21-30,w,4,44,Mischling gross,,,,I,2016,m,braun/schwarz/weiss
122977,61-70,m,4,44,Pekingese,Mischling,,,K,2012,w,braun
145456,51-60,m,4,44,Lagotto Romagnolo,,,,I,2014,m,grau/braun
144989,21-30,w,4,44,Bichon,,Pekingese,,K,2017,m,tricolor
144939,31-40,m,4,44,Französische Bulldogge,,,,K,2018,m,schwarz
99237,21-30,m,4,44,Jack Russel Terrier,,,,K,2007,m,tricolor
114108,41-50,m,4,44,Chihuahua,,,,K,2012,w,braun
113977,31-40,m,4,44,Französische Bulldogge,,,,K,2012,m,grau/weiss
113954,51-60,w,4,44,Pudel,,,,K,2012,w,schwarz
144263,31-40,w,4,44,Podenco,,,,I,2009,m,braun
144154,21-30,w,4,44,Podenco,Mischling,,,I,2015,w,braun
143964,41-50,w,4,44,Zwergspitz,,,,K,2018,m,weiss
122473,41-50,m,4,44,Malteser,,,,K,2019,m,weiss
118246,31-40,w,4,44,Podenco,,,,I,2013,w,hellbraun/weiss
112370,71-80,m,4,44,King Charles Spaniel,,Shih Tzu,,K,2008,m,braun/grau
143107,31-40,m,4,44,Rottweiler,,,,I,2018,m,schwarz/braun
143107,31-40,m,4,44,Französische Bulldogge,,,,K,2019,w,rehbraun
142742,21-30,w,4,44,Italienisches Windspiel,,,,K,2018,w,blau
142501,51-60,m,4,44,Basenji,,,,K,2018,m,tricolor
121818,61-70,m,4,44,Cocker Spaniel,,,,K,2007,m,schwarz
111442,91-100,m,4,44,Parson Jack Russell Terrier,,,,K,2012,m,weiss/schwarz
86879,91-100,m,4,44,Chihuahua,,,,K,2015,w,braun
89154,71-80,m,4,44,Jack Russel Terrier,,Schnauzer,,I,2006,m,schwarz/braun/weiss
141183,21-30,w,4,44,Mischling gross,,,,I,2020,m,weiss
110604,51-60,m,4,44,Französische Bulldogge,,,,K,2011,w,weiss/schwarz
141183,21-30,w,4,44,Zwergspitz,,Pomeranian,,K,2009,m,blondfarben
141096,41-50,m,4,44,Pinscher,Mischling,,,K,2011,m,braun/schwarz
141096,41-50,m,4,44,Yorkshire Terrier,,,,K,2016,w,schwarz/braun
110326,51-60,m,4,44,Samojede,,,,I,2011,m,grau/weiss
140856,41-50,w,4,44,Chihuahua,,,,K,2016,m,braun
156447,51-60,m,4,44,Deutscher Schäferhund,,,,I,2020,m,grau
140547,41-50,w,4,44,Chihuahua,,,,K,2017,m,braun/weiss
88971,61-70,w,4,44,West Highland White Terrier,,,,K,2018,m,weiss
140217,31-40,w,4,44,Italienisches Windspiel,,,,K,2018,w,blau
140217,31-40,w,4,44,Italienisches Windspiel,,,,K,2017,m,creme
140100,21-30,w,4,44,Bolonka Zwetna,,,,K,2017,m,weiss/schwarz
80383,91-100,w,4,44,Malteser,,Chihuahua,,K,2014,w,weiss
139877,31-40,w,4,44,Mischling gross,,,,I,2009,w,weiss/braun
139544,21-30,w,4,44,Pomeranian,,Zwergspitz,,K,2018,m,creme
139544,21-30,w,4,44,Pomeranian,,,,K,2017,m,braun
156496,31-40,w,4,44,Malteser,,,,K,2020,w,weiss
138832,41-50,w,4,44,Pomeranian,,,,K,2017,w,orange
88670,61-70,w,4,44,Havaneser,,,,K,2012,m,tricolor
137727,41-50,m,4,44,Parson Russell Terrier,,,,K,2017,w,tricolor
137727,41-50,m,4,44,Parson Russell Terrier,,,,K,2017,w,tricolor
88572,71-80,w,4,44,Yorkshire Terrier,,,,K,2007,w,blue/tan
88251,51-60,w,4,44,Mischling gross,,,,I,2013,m,beige
88251,51-60,w,4,44,Jack Russel Terrier,Mischling,,,K,2004,w,braun/weiss
123209,31-40,w,4,44,Chihuahua,Mischling,,,K,2012,w,schwarz
135328,41-50,m,4,44,Dachshund,,,,K,2016,m,rotbraun
135328,41-50,m,4,44,Grosspudel,,,,I,2017,m,fawn
135042,41-50,m,4,44,Mops,,,,K,2012,m,braun
135042,41-50,m,4,44,Yorkshire Terrier,,,,K,2019,w,schwarz/braun
127660,51-60,w,4,44,Perro de Agua Espanol,Mischling,,,I,2014,m,schwarz/weiss
103829,21-30,m,4,44,Schäfer,Mischling,,,I,2010,w,schwarz/braun
124766,31-40,m,4,44,Mops,,,,K,2010,m,beige
146824,31-40,m,4,44,Französische Bulldogge,,,,K,2018,m,rot/braun
134138,21-30,m,4,44,Chihuahua,,,,K,2014,m,schwarz/weiss
83322,61-70,m,4,44,Chihuahua,,,,K,2011,m,schwarz
133487,61-70,w,4,44,Chihuahua,,,,K,2013,w,weiss/creme
87992,41-50,w,4,44,Labrador Retriever,,Golden Retriever,,I,2020,m,schwarz
87946,61-70,w,4,44,Yorkshire Terrier,,,,K,2015,w,braun/grau
122720,31-40,w,4,44,Schäfer,Mischling,,,I,2010,m,hellbraun
102407,41-50,w,4,44,Galgo Espanol,Mischling,,,I,2009,m,weiss/braun
132649,51-60,w,4,44,English Cocker Spaniel,,,,K,2010,m,rot
132276,21-30,m,4,44,Beagle,,,,K,2012,m,tricolor
132276,21-30,m,4,44,Beagle,,,,K,2014,w,tricolor
131494,21-30,w,4,44,Mops,,,,K,2019,w,fawn
131476,21-30,w,4,44,Chihuahua,,,,K,2014,m,beige
101236,61-70,w,4,44,Pekingese,,,,K,2009,w,braun
131378,31-40,w,4,44,Chihuahua,,,,K,2016,w,weiss
130862,51-60,m,4,44,Foxterrier,,,,K,2015,m,tricolor
152772,21-30,m,4,44,Mischling gross,,,,I,2014,w,braun/schwarz
124939,31-40,w,4,44,Mischling klein,,,,K,2010,m,schwarz
130261,51-60,m,4,44,Zwergpinscher,,,,K,2013,m,schwarz/braun
128101,71-80,w,4,44,Pinscher,,,,K,2005,m,braun
99824,41-50,w,4,44,Jack Russel Terrier,,,,K,2007,w,tricolor
98331,61-70,w,4,44,Mischling klein,,,,K,2019,w,beige/weiss
100138,51-60,m,4,44,Boxer,,,,I,2009,w,gestromt
82897,61-70,w,4,44,Collie,Mischling,,,I,2006,m,beige/weiss
129441,81-90,w,4,44,Papillon,,,,K,2009,m,rot/weiss
128855,41-50,w,4,44,Pekingese,,,,K,2018,m,hellbraun
128597,71-80,w,4,44,Malteser,,,,K,2015,w,weiss
156897,21-30,w,4,44,Yorkshire Terrier,,,,K,2020,w,schwarz
156861,21-30,w,4,44,Französische Bulldogge,,,,K,2020,m,schoko
128049,61-70,w,4,44,Beagle,,,,K,2009,w,tricolor
127763,41-50,m,4,44,Miniature Bull Terrier,,,,K,2015,m,weiss
156635,41-50,m,4,44,Labrador Retriever,,,,I,2016,w,gelb
156631,41-50,w,4,44,Lagotto Romagnolo,,,,I,2020,m,weiss
156616,31-40,m,4,44,Volpino Italiano,,Deutscher Pinscher,,I,2020,m,schwarz/weiss
156589,31-40,m,4,44,Malinois,,,,I,2020,m,rotbraun
99686,71-80,m,4,44,Mischling klein,,,,K,2006,w,weiss/braun
127532,51-60,w,4,44,Malteser,,,,K,2015,m,weiss
156495,31-40,m,4,44,West Highland White Terrier,,,,K,2020,w,weiss
156453,31-40,m,4,44,Französische Bulldogge,,,,K,2019,m,weiss/schwarz
99361,31-40,w,4,44,Französische Bulldogge,,,,K,2013,w,schwarz/braun/weiss
156348,31-40,m,4,44,Kleinspitz,,,,K,2020,m,orange
156219,31-40,w,4,44,Französische Bulldogge,,,,K,2018,m,gestromt
86850,31-40,m,4,44,Terrier,Mischling,,,K,2007,w,beige/weiss
86850,31-40,m,4,44,Terrier,Mischling,,,K,2014,w,beige
127018,31-40,w,4,44,Chihuahua,,,,K,2010,w,weiss
99216,41-50,m,4,44,Chihuahua,,,,K,2019,w,blondfarben
155775,31-40,m,5,51,Beagle,,Jack Russel Terrier,,K,2018,w,weiss/braun/schwarz
125332,41-50,m,5,51,Chihuahua,,,,K,2014,w,weiss/beige
155554,51-60,w,5,51,Yorkshire Terrier,,,,K,2014,w,schwarz/braun
155085,41-50,w,5,51,Siberian Husky,,,,I,2020,m,schwarz/beige
125400,41-50,w,5,51,Epagneul Breton (Bretonischer Vorstehhund),,Setter,,I,2008,w,weiss/rot
154898,31-40,w,5,51,Labrador Retriever,,,,I,2018,m,schwarz
154895,21-30,w,5,51,Mischling klein,,,,K,2015,w,hellbraun
155085,41-50,w,5,51,Deutscher Wachtelhund,,,,I,2020,m,beige/weiss
153601,31-40,w,5,51,Mischling klein,,,,K,2019,m,weiss
154320,41-50,w,5,51,Chihuahua,,,,K,2020,m,weiss/schwarz
154265,31-40,w,5,51,American Cocker Spaniel,Mischling,,,K,2019,w,braun/schwarz
86294,61-70,m,5,51,Magyar Viszla,,,,I,2015,w,braun
96686,31-40,m,5,51,American Staffordshire Terrier,,,,II,2008,w,braun/weiss
86222,51-60,m,5,51,Border Collie,Mischling,,,I,2016,w,grau/schwarz
123511,31-40,w,5,51,Chihuahua,,,,K,2011,w,tricolor
153615,31-40,w,5,51,Lagotto Romagnolo,,,,I,2020,w,braun schimmel
153676,31-40,m,5,51,Toypudel,,,,K,2020,m,apricot
153202,21-30,w,5,51,Mischling klein,,,,K,2012,m,braun/weiss
152888,11-20,m,5,51,Mischling gross,,,,I,2010,w,hellbraun
85848,71-80,w,5,51,Chihuahua,,,,K,2010,w,weiss/braun
125784,51-60,m,5,51,Lagotto Romagnolo,,,,I,2014,w,braun/grau
155437,31-40,w,5,51,Mischling gross,,,,I,2020,w,blondfarben
122151,31-40,w,5,51,Mops,,,,K,2012,w,beige
122026,41-50,m,5,51,Chihuahua,,,,K,2016,w,weiss/schwarz
122026,41-50,m,5,51,Chihuahua,,,,K,2014,m,schwarz/braun
151967,41-50,m,5,51,Labrador Retriever,,Grosspudel,,I,2020,m,braun
93480,61-70,m,5,51,Chihuahua,,,,K,2008,w,creme
153894,31-40,w,5,51,Dachshund,Mischling,,,K,2007,m,braun
151143,31-40,w,5,51,Prager Rattler,,,,K,2019,m,black/tan
151070,21-30,w,5,51,Basenji,,,,K,2010,m,brindle
19900,51-60,w,5,51,Deutscher Kleinspitz,,,,K,2015,m,braun/schwarz
149994,31-40,w,5,51,Mischling gross,,,,I,2012,w,schwarz
120153,51-60,w,5,51,Grosspudel,,,,I,2010,w,braun
120153,51-60,w,5,51,Grosspudel,,,,I,2010,w,braun
120088,41-50,w,5,51,Zwergpinscher,Mischling,,,K,2013,w,schwarz/weiss
149020,21-30,w,5,51,Pomeranian,,,,K,2017,w,braun
148835,51-60,w,5,51,Jack Russel Terrier,,,,K,2014,w,tricolor
118840,31-40,w,5,51,Mischling klein,,,,K,2013,w,beige/schwarz
147956,31-40,w,5,51,Flat Coated Retriever,,,,I,2019,m,schwarz
126405,21-30,w,5,51,Chihuahua,,,,K,2010,m,weiss
147316,31-40,m,5,51,Chihuahua,,,,K,2013,m,blondfarben
117219,31-40,m,5,51,Appenzeller Sennenhund,,Golden Retriever,,I,2020,m,schwarz gestromt
146770,31-40,m,5,51,Deutscher Schäferhund,,,,I,2009,w,schwarz/braun
146156,31-40,w,5,51,Bolonka Zwetna,,,,K,2018,m,black/tan
145944,31-40,w,5,51,Mischling gross,,,,I,2019,w,schwarz/weiss/braun
145915,41-50,m,5,51,Mischling gross,,,,I,2018,w,tricolor
145911,31-40,m,5,51,Australian Shepherd,,,,I,2018,w,merle
115663,61-70,w,5,51,Miniature Bull Terrier,,,,K,2012,w,weiss
145217,21-30,w,5,51,Mischling gross,,,,I,2016,w,braun gestromt
144644,21-30,w,5,51,Airedale Terrier,,,,I,2018,m,schwarz/braun
144565,41-50,w,5,51,Zwergpinscher,,Rehpinscher,,K,2014,w,schwarz/braun
144139,31-40,w,5,51,Beagle,,,,K,2014,w,tricolor
113605,41-50,m,5,51,Malteser,,Pekingese,,K,2007,m,weiss
143745,21-30,m,5,51,Labrador Retriever,Mischling,,,I,2015,m,schwarz/weiss
142098,31-40,w,5,51,Zwergpudel,,,,K,2010,m,schwarz
111405,21-30,w,5,51,Cavalier King Charles Spaniel,,,,K,2010,m,braun/schwarz/weiss
142082,61-70,m,5,51,Malteser,,,,K,2015,w,weiss
127216,41-50,w,5,51,Mischling gross,,,,I,2006,w,braun
111235,51-60,m,5,51,Französische Bulldogge,,,,K,2012,w,gestromt
110893,51-60,w,5,51,Barbet,,,,I,2020,m,schwarz/weiss
141379,51-60,m,5,51,Yorkshire Terrier,,,,K,2017,w,brindle
140748,31-40,w,5,51,Shih Tzu,,,,K,2017,m,gold/weiss
140748,31-40,w,5,51,Shih Tzu,,,,K,2017,m,tricolor
121859,41-50,w,5,51,Cocker Spaniel,Mischling,,,K,2014,m,grau/schwarz
88999,41-50,w,5,51,Pudel,,,,K,2005,m,weiss/braun
120584,31-40,w,5,51,Französische Bulldogge,,,,K,2011,m,schwarz gestromt
138827,31-40,m,5,51,Setter,,Cavalier King Charles Spaniel,,I,2013,m,schwarz
138769,51-60,w,5,51,Beagle,,,,K,2017,w,tricolor
138598,51-60,m,5,51,Deutscher Schäfer,,,,I,2017,m,schwarz/braun
137272,21-30,w,5,51,Parson Jack Russell Terrier,,Mops,,K,2017,w,apricot
137243,51-60,m,5,51,Bichon frisé,,,,K,2004,m,weiss
81468,71-80,w,5,51,Yorkshire Terrier,,West Highland White Terrier,,K,2004,m,schwarz/braun/weiss
136489,31-40,w,5,51,Zwergspitz,,,,K,2019,m,weiss/beige
136340,31-40,w,5,51,Chihuahua,,,,K,2007,m,tricolor
156626,31-40,w,5,51,Istrianer Bracke,,,,I,2020,w,beige
135976,21-30,w,5,51,Jack Russel Terrier,Mischling,,,K,2011,m,braun/weiss/schwarz
80205,41-50,m,5,51,Beauceron Berge de Beauce,,,,I,2016,m,schwarz/braun
105126,31-40,w,5,51,Labrador Retriever,,,,I,2007,w,schwarz
104764,41-50,m,5,51,Shih Tzu,,,,K,2008,m,schwarz/weiss
133779,31-40,w,5,51,Kishu,,,,I,2016,m,weiss
133664,21-30,w,5,51,Zwergspitz,,,,K,2006,m,braun/weiss
133636,71-80,m,5,51,Zwergschnauzer,,,,K,2016,w,schwarz
133530,41-50,w,5,51,Jack Russel Terrier,,,,K,2015,w,bicolor
88022,81-90,w,5,51,Zwergpudel,,,,K,2015,m,weiss
133117,31-40,m,5,51,Zwergspitz,,,,K,2016,m,weiss
132327,31-40,m,5,51,Beagle,,,,K,2009,m,tricolor
131649,21-30,m,5,51,Mops,,,,K,2010,m,beige
131174,41-50,m,5,51,Mittelpudel,,,,K,2015,m,schwarz
131082,51-60,w,5,51,Zwergschnauzer,,,,K,2013,m,weiss
130830,41-50,m,5,51,Ratenero Bodeguero,,,,K,2010,m,weiss/schwarz
130797,51-60,w,5,51,Mischling klein,,,,K,2011,w,schwarz
82928,61-70,w,5,51,Toy Pudel,,,,K,2019,m,schwarz
128170,41-50,w,5,51,Shih Tzu,,,,K,2015,m,weiss/braun
72089,51-60,w,5,51,Labrador Retriever,,,,I,2020,m,dunkelbraun
128154,41-50,m,5,51,Mischling gross,,,,I,2015,w,braun/rot/weiss
156661,31-40,w,5,51,Miniature Bull Terrier,,,,K,2020,w,weiss
127569,81-90,w,5,51,Bolonka Zwetna,,,,K,2015,m,schwarz/weiss
124648,41-50,w,5,51,Pudel,Mischling,,,K,2011,m,apricot
156412,21-30,m,5,51,Deutscher Kleinspitz,,,,K,2020,m,orange
156372,61-70,m,5,51,Pomeranian,,,,K,2020,m,weiss
156260,21-30,m,5,51,Französische Bulldogge,,,,K,2017,m,braun
156036,31-40,m,5,51,Old Englische Bulldogge,,,,I,2012,m,tricolor
155945,21-30,w,5,52,Französische Bulldogge,,,,K,2013,m,braun
126451,21-30,w,5,52,Mops,,,,K,2011,m,beige/schwarz
126437,41-50,w,5,52,Mischling klein,,,,K,2015,w,braun
155819,31-40,w,5,52,Mischling gross,,,,I,2018,m,braun/schwarz
152946,31-40,m,5,52,Mischling klein,,Jack Russel Terrier,,K,2020,w,tricolor
82653,71-80,m,5,52,Border Collie,,Entlebucher,,I,2016,m,tricolor
155599,31-40,m,5,52,English Cocker Spaniel,,Pudel,,K,2020,w,rot
155436,21-30,w,5,52,Zwergspitz,,,,K,2018,w,weiss/creme
155240,41-50,m,5,52,Labrador Retriever,,,,I,2020,m,golden
155210,41-50,m,5,52,Cavalier King Charles Spaniel,,,,K,2020,m,braun
155132,31-40,w,5,52,Mops,,,,K,2020,w,schoko
154958,61-70,m,5,52,Mops,,,,K,2019,m,schwarz
154958,61-70,m,5,52,Mops,,,,K,2019,m,silber
125021,31-40,w,5,52,Bolonka Zwetna,,,,K,2010,m,grau/schwarz
154715,21-30,w,5,52,Yorkshire Terrier,,,,K,2020,m,schwarz/gold
154709,41-50,m,5,52,Bulldog,,,,I,2014,m,rot
154543,41-50,m,5,52,Labrador Retriever,,,,I,2020,m,braun
154453,41-50,w,5,52,Dachshund,,,,K,2020,w,saufarben
98027,41-50,m,5,52,Border Collie,,Appenzeller Sennenhund,,I,2009,w,schwarz/weiss
154419,41-50,w,5,52,Malteser,,Zwergpudel,,K,2020,w,beige gestromt
154413,31-40,w,5,52,Französische Bulldogge,,,,K,2016,m,blau/grau
124549,71-80,m,5,52,English Setter,,,,I,2008,w,schwarz/weiss
154302,41-50,w,5,52,Brasilianischer Terrier,,,,K,2018,w,weiss/beige
86320,51-60,m,5,52,Chihuahua,,,,K,2014,m,weiss/schwarz
123996,51-60,w,5,52,Weisser Schäferhund (Berger Blanc Suisse),,,,I,2020,w,weiss
154001,31-40,w,5,52,Zwergpudel,,,,K,2019,w,braun/rot
123649,71-80,m,5,52,Mischling klein,,,,K,2015,m,schwarz/braun
153735,41-50,w,5,52,Golden Retriever,Mischling,,,I,2017,w,weiss
123526,51-60,m,5,52,Zwergschnauzer,,,,K,2014,m,schwarz/silber
153635,31-40,m,5,52,Französische Bulldogge,,,,K,2019,w,schwarz
155299,21-30,w,5,52,Bulldog,,,,I,2020,m,braun
153452,31-40,m,5,52,Old Englische Bulldogge,,,,I,2018,m,lilac
123141,41-50,m,5,52,Zwergspitz,,,,K,2012,m,dunkelbraun
153313,31-40,w,5,52,Miniature American Shepard,,,,K,2020,m,red merle
153199,31-40,m,5,52,Mischling klein,,,,K,2018,m,weiss
145890,51-60,w,5,52,Mischling klein,,,,K,2018,w,schwarz/braun
152465,31-40,w,5,52,Labrador Retriever,,Zwergpudel,,I,2020,m,schwarz
